Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death
27-03-2020,Andaman and Nicobar Islands,1,1,0,0
28-03-2020,Andaman and Nicobar Islands,6,6,0,0
29-03-2020,Andaman and Nicobar Islands,9,9,0,0
30-03-2020,Andaman and Nicobar Islands,9,9,0,0
31-03-2020,Andaman and Nicobar Islands,10,10,0,0
01-04-2020,Andaman and Nicobar Islands,10,10,0,0
02-04-2020,Andaman and Nicobar Islands,10,10,0,0
03-04-2020,Andaman and Nicobar Islands,10,10,0,0
04-04-2020,Andaman and Nicobar Islands,10,10,0,0
05-04-2020,Andaman and Nicobar Islands,10,10,0,0
06-04-2020,Andaman and Nicobar Islands,10,10,0,0
07-04-2020,Andaman and Nicobar Islands,10,10,0,0
08-04-2020,Andaman and Nicobar Islands,10,10,0,0
09-04-2020,Andaman and Nicobar Islands,11,11,0,0
10-04-2020,Andaman and Nicobar Islands,11,11,0,0
11-04-2020,Andaman and Nicobar Islands,11,11,0,0
12-04-2020,Andaman and Nicobar Islands,11,1,10,0
13-04-2020,Andaman and Nicobar Islands,11,1,10,0
14-04-2020,Andaman and Nicobar Islands,11,1,10,0
15-04-2020,Andaman and Nicobar Islands,11,1,10,0
16-04-2020,Andaman and Nicobar Islands,11,1,10,0
17-04-2020,Andaman and Nicobar Islands,11,1,10,0
18-04-2020,Andaman and Nicobar Islands,12,1,11,0
19-04-2020,Andaman and Nicobar Islands,14,3,11,0
20-04-2020,Andaman and Nicobar Islands,15,4,11,0
21-04-2020,Andaman and Nicobar Islands,16,5,11,0
22-04-2020,Andaman and Nicobar Islands,16,5,11,0
23-04-2020,Andaman and Nicobar Islands,18,7,11,0
24-04-2020,Andaman and Nicobar Islands,22,11,11,0
25-04-2020,Andaman and Nicobar Islands,27,16,11,0
26-04-2020,Andaman and Nicobar Islands,33,22,11,0
27-04-2020,Andaman and Nicobar Islands,33,22,11,0
28-04-2020,Andaman and Nicobar Islands,33,22,11,0
29-04-2020,Andaman and Nicobar Islands,33,18,15,0
30-04-2020,Andaman and Nicobar Islands,33,18,15,0
01-05-2020,Andaman and Nicobar Islands,33,17,16,0
02-05-2020,Andaman and Nicobar Islands,33,17,16,0
03-05-2020,Andaman and Nicobar Islands,33,17,16,0
04-05-2020,Andaman and Nicobar Islands,33,1,32,0
05-05-2020,Andaman and Nicobar Islands,33,1,32,0
06-05-2020,Andaman and Nicobar Islands,33,1,32,0
07-05-2020,Andaman and Nicobar Islands,33,1,32,0
08-05-2020,Andaman and Nicobar Islands,33,0,33,0
09-05-2020,Andaman and Nicobar Islands,33,0,33,0
10-05-2020,Andaman and Nicobar Islands,33,0,33,0
11-05-2020,Andaman and Nicobar Islands,33,0,33,0
12-05-2020,Andaman and Nicobar Islands,33,0,33,0
13-05-2020,Andaman and Nicobar Islands,33,0,33,0
14-05-2020,Andaman and Nicobar Islands,33,0,33,0
15-05-2020,Andaman and Nicobar Islands,33,0,33,0
16-05-2020,Andaman and Nicobar Islands,33,0,33,0
17-05-2020,Andaman and Nicobar Islands,33,0,33,0
18-05-2020,Andaman and Nicobar Islands,33,0,33,0
19-05-2020,Andaman and Nicobar Islands,33,0,33,0
20-05-2020,Andaman and Nicobar Islands,33,0,33,0
21-05-2020,Andaman and Nicobar Islands,33,0,33,0
22-05-2020,Andaman and Nicobar Islands,33,0,33,0
23-05-2020,Andaman and Nicobar Islands,33,0,33,0
24-05-2020,Andaman and Nicobar Islands,33,0,33,0
25-05-2020,Andaman and Nicobar Islands,33,0,33,0
26-05-2020,Andaman and Nicobar Islands,33,0,33,0
27-05-2020,Andaman and Nicobar Islands,33,0,33,0
28-05-2020,Andaman and Nicobar Islands,33,0,33,0
29-05-2020,Andaman and Nicobar Islands,33,0,33,0
30-05-2020,Andaman and Nicobar Islands,33,0,33,0
31-05-2020,Andaman and Nicobar Islands,33,0,33,0
01-06-2020,Andaman and Nicobar Islands,33,0,33,0
02-06-2020,Andaman and Nicobar Islands,33,0,33,0
03-06-2020,Andaman and Nicobar Islands,33,0,33,0
04-06-2020,Andaman and Nicobar Islands,33,0,33,0
05-06-2020,Andaman and Nicobar Islands,33,0,33,0
06-06-2020,Andaman and Nicobar Islands,33,0,33,0
07-06-2020,Andaman and Nicobar Islands,33,0,33,0
08-06-2020,Andaman and Nicobar Islands,33,0,33,0
09-06-2020,Andaman and Nicobar Islands,33,0,33,0
10-06-2020,Andaman and Nicobar Islands,33,0,33,0
11-06-2020,Andaman and Nicobar Islands,34,1,33,0
12-06-2020,Andaman and Nicobar Islands,38,5,33,0
13-06-2020,Andaman and Nicobar Islands,38,5,33,0
14-06-2020,Andaman and Nicobar Islands,38,5,33,0
15-06-2020,Andaman and Nicobar Islands,38,5,33,0
16-06-2020,Andaman and Nicobar Islands,41,8,33,0
17-06-2020,Andaman and Nicobar Islands,44,11,33,0
18-06-2020,Andaman and Nicobar Islands,44,11,33,0
19-06-2020,Andaman and Nicobar Islands,44,11,33,0
20-06-2020,Andaman and Nicobar Islands,45,10,35,0
21-06-2020,Andaman and Nicobar Islands,47,11,36,0
22-06-2020,Andaman and Nicobar Islands,48,11,37,0
23-06-2020,Andaman and Nicobar Islands,48,11,37,0
24-06-2020,Andaman and Nicobar Islands,50,10,40,0
25-06-2020,Andaman and Nicobar Islands,56,13,43,0
26-06-2020,Andaman and Nicobar Islands,59,16,43,0
27-06-2020,Andaman and Nicobar Islands,72,29,43,0
28-06-2020,Andaman and Nicobar Islands,72,29,43,0
29-06-2020,Andaman and Nicobar Islands,76,31,45,0
30-06-2020,Andaman and Nicobar Islands,90,44,46,0
01-07-2020,Andaman and Nicobar Islands,97,47,50,0
02-07-2020,Andaman and Nicobar Islands,100,50,50,0
03-07-2020,Andaman and Nicobar Islands,109,58,51,0
04-07-2020,Andaman and Nicobar Islands,116,62,54,0
05-07-2020,Andaman and Nicobar Islands,119,53,66,0
06-07-2020,Andaman and Nicobar Islands,125,53,72,0
07-07-2020,Andaman and Nicobar Islands,141,67,74,0
08-07-2020,Andaman and Nicobar Islands,147,72,75,0
09-07-2020,Andaman and Nicobar Islands,149,72,77,0
10-07-2020,Andaman and Nicobar Islands,151,68,83,0
11-07-2020,Andaman and Nicobar Islands,156,64,92,0
12-07-2020,Andaman and Nicobar Islands,163,70,93,0
13-07-2020,Andaman and Nicobar Islands,163,70,93,0
14-07-2020,Andaman and Nicobar Islands,166,57,109,0
15-07-2020,Andaman and Nicobar Islands,166,57,109,0
16-07-2020,Andaman and Nicobar Islands,176,46,130,0
17-07-2020,Andaman and Nicobar Islands,180,47,133,0
18-07-2020,Andaman and Nicobar Islands,194,52,142,0
19-07-2020,Andaman and Nicobar Islands,198,53,145,0
20-07-2020,Andaman and Nicobar Islands,203,58,145,0
21-07-2020,Andaman and Nicobar Islands,207,55,152,0
22-07-2020,Andaman and Nicobar Islands,212,53,159,0
23-07-2020,Andaman and Nicobar Islands,221,58,163,0
24-07-2020,Andaman and Nicobar Islands,240,70,170,0
25-07-2020,Andaman and Nicobar Islands,259,85,174,0
26-07-2020,Andaman and Nicobar Islands,290,114,176,0
27-07-2020,Andaman and Nicobar Islands,324,142,182,0
28-07-2020,Andaman and Nicobar Islands,338,145,192,1
29-07-2020,Andaman and Nicobar Islands,363,166,196,1
30-07-2020,Andaman and Nicobar Islands,428,225,201,2
31-07-2020,Andaman and Nicobar Islands,471,266,201,4
01-08-2020,Andaman and Nicobar Islands,548,329,214,5
02-08-2020,Andaman and Nicobar Islands,636,403,226,7
03-08-2020,Andaman and Nicobar Islands,734,484,242,8
04-08-2020,Andaman and Nicobar Islands,830,557,263,10
05-08-2020,Andaman and Nicobar Islands,928,639,277,12
06-08-2020,Andaman and Nicobar Islands,1027,687,326,14
07-08-2020,Andaman and Nicobar Islands,1123,752,355,16
08-08-2020,Andaman and Nicobar Islands,1222,778,425,19
09-08-2020,Andaman and Nicobar Islands,1351,831,500,20
10-08-2020,Andaman and Nicobar Islands,1490,822,648,20
11-08-2020,Andaman and Nicobar Islands,1625,896,709,20
12-08-2020,Andaman and Nicobar Islands,1764,994,749,21
13-08-2020,Andaman and Nicobar Islands,1900,1050,829,21
14-08-2020,Andaman and Nicobar Islands,2037,1091,924,22
15-08-2020,Andaman and Nicobar Islands,2186,1130,1032,24
16-08-2020,Andaman and Nicobar Islands,2306,1154,1128,24
17-08-2020,Andaman and Nicobar Islands,2399,1145,1226,28
18-08-2020,Andaman and Nicobar Islands,2445,1091,1325,29
19-08-2020,Andaman and Nicobar Islands,2529,1078,1421,30
20-08-2020,Andaman and Nicobar Islands,2604,1045,1529,30
21-08-2020,Andaman and Nicobar Islands,2680,1011,1638,31
22-08-2020,Andaman and Nicobar Islands,2747,971,1744,32
23-08-2020,Andaman and Nicobar Islands,2808,923,1853,32
24-08-2020,Andaman and Nicobar Islands,2860,864,1963,33
25-08-2020,Andaman and Nicobar Islands,2904,777,2092,35
26-08-2020,Andaman and Nicobar Islands,2945,677,2231,37
27-08-2020,Andaman and Nicobar Islands,2985,635,2309,41
28-08-2020,Andaman and Nicobar Islands,3018,602,2374,42
29-08-2020,Andaman and Nicobar Islands,3050,564,2444,42
30-08-2020,Andaman and Nicobar Islands,3081,518,2519,44
31-08-2020,Andaman and Nicobar Islands,3104,473,2586,45
01-09-2020,Andaman and Nicobar Islands,3132,439,2647,46
02-09-2020,Andaman and Nicobar Islands,3160,400,2714,46
03-09-2020,Andaman and Nicobar Islands,3186,381,2758,47
04-09-2020,Andaman and Nicobar Islands,3223,352,2823,48
05-09-2020,Andaman and Nicobar Islands,3257,345,2863,49
06-09-2020,Andaman and Nicobar Islands,3292,338,2904,50
07-09-2020,Andaman and Nicobar Islands,3332,331,2951,50
08-09-2020,Andaman and Nicobar Islands,3359,312,2997,50
09-09-2020,Andaman and Nicobar Islands,3392,307,3035,50
10-09-2020,Andaman and Nicobar Islands,3426,297,3078,51
11-09-2020,Andaman and Nicobar Islands,3465,293,3121,51
12-09-2020,Andaman and Nicobar Islands,3494,286,3157,51
13-09-2020,Andaman and Nicobar Islands,3521,268,3202,51
14-09-2020,Andaman and Nicobar Islands,3546,252,3243,51
15-09-2020,Andaman and Nicobar Islands,3557,227,3278,52
16-09-2020,Andaman and Nicobar Islands,3574,204,3318,52
17-09-2020,Andaman and Nicobar Islands,3593,196,3345,52
18-09-2020,Andaman and Nicobar Islands,3604,174,3378,52
19-09-2020,Andaman and Nicobar Islands,3631,165,3414,52
20-09-2020,Andaman and Nicobar Islands,3644,156,3436,52
21-09-2020,Andaman and Nicobar Islands,3651,147,3452,52
22-09-2020,Andaman and Nicobar Islands,3673,152,3469,52
23-09-2020,Andaman and Nicobar Islands,3691,160,3479,52
24-09-2020,Andaman and Nicobar Islands,3712,166,3494,52
25-09-2020,Andaman and Nicobar Islands,3744,189,3503,52
26-09-2020,Andaman and Nicobar Islands,3759,179,3528,52
27-09-2020,Andaman and Nicobar Islands,3774,171,3551,52
28-09-2020,Andaman and Nicobar Islands,3794,188,3553,53
29-09-2020,Andaman and Nicobar Islands,3803,168,3582,53
30-09-2020,Andaman and Nicobar Islands,3821,181,3587,53
01-10-2020,Andaman and Nicobar Islands,3835,174,3608,53
02-10-2020,Andaman and Nicobar Islands,3848,172,3623,53
03-10-2020,Andaman and Nicobar Islands,3858,174,3631,53
04-10-2020,Andaman and Nicobar Islands,3868,173,3642,53
05-10-2020,Andaman and Nicobar Islands,3884,182,3649,53
06-10-2020,Andaman and Nicobar Islands,3899,186,3659,54
07-10-2020,Andaman and Nicobar Islands,3912,180,3678,54
08-10-2020,Andaman and Nicobar Islands,3935,185,3696,54
09-10-2020,Andaman and Nicobar Islands,3952,190,3707,55
10-10-2020,Andaman and Nicobar Islands,3976,197,3724,55
11-10-2020,Andaman and Nicobar Islands,3992,193,3744,55
12-10-2020,Andaman and Nicobar Islands,4005,186,3764,55
13-10-2020,Andaman and Nicobar Islands,4023,198,3770,55
14-10-2020,Andaman and Nicobar Islands,4036,199,3782,55
15-10-2020,Andaman and Nicobar Islands,4046,195,3796,55
16-10-2020,Andaman and Nicobar Islands,4062,190,3817,55
17-10-2020,Andaman and Nicobar Islands,4072,185,3831,56
18-10-2020,Andaman and Nicobar Islands,4083,179,3848,56
19-10-2020,Andaman and Nicobar Islands,4108,184,3868,56
20-10-2020,Andaman and Nicobar Islands,4126,178,3892,56
21-10-2020,Andaman and Nicobar Islands,4141,183,3902,56
22-10-2020,Andaman and Nicobar Islands,4168,199,3913,56
23-10-2020,Andaman and Nicobar Islands,4184,190,3937,57
24-10-2020,Andaman and Nicobar Islands,4207,204,3945,58
25-10-2020,Andaman and Nicobar Islands,4225,199,3968,58
26-10-2020,Andaman and Nicobar Islands,4245,204,3983,58
27-10-2020,Andaman and Nicobar Islands,4253,198,3997,58
28-10-2020,Andaman and Nicobar Islands,4274,197,4019,58
29-10-2020,Andaman and Nicobar Islands,4289,192,4039,58
30-10-2020,Andaman and Nicobar Islands,4305,192,4054,59
31-10-2020,Andaman and Nicobar Islands,4317,182,4076,59
01-11-2020,Andaman and Nicobar Islands,4332,173,4100,59
02-11-2020,Andaman and Nicobar Islands,4340,168,4112,60
03-11-2020,Andaman and Nicobar Islands,4352,160,4132,60
04-11-2020,Andaman and Nicobar Islands,4372,159,4153,60
05-11-2020,Andaman and Nicobar Islands,4389,166,4163,60
06-11-2020,Andaman and Nicobar Islands,4403,168,4175,60
07-11-2020,Andaman and Nicobar Islands,4420,166,4194,60
08-11-2020,Andaman and Nicobar Islands,4441,175,4206,60
09-11-2020,Andaman and Nicobar Islands,4450,169,4221,60
10-11-2020,Andaman and Nicobar Islands,4463,164,4239,60
11-11-2020,Andaman and Nicobar Islands,4477,162,4255,60
12-11-2020,Andaman and Nicobar Islands,4494,167,4267,60
13-11-2020,Andaman and Nicobar Islands,4507,164,4282,61
14-11-2020,Andaman and Nicobar Islands,4518,153,4304,61
15-11-2020,Andaman and Nicobar Islands,4527,151,4315,61
16-11-2020,Andaman and Nicobar Islands,4536,145,4330,61
17-11-2020,Andaman and Nicobar Islands,4557,150,4346,61
18-11-2020,Andaman and Nicobar Islands,4574,150,4363,61
19-11-2020,Andaman and Nicobar Islands,4593,154,4378,61
20-11-2020,Andaman and Nicobar Islands,4604,145,4398,61
21-11-2020,Andaman and Nicobar Islands,4617,148,4408,61
22-11-2020,Andaman and Nicobar Islands,4631,142,4428,61
23-11-2020,Andaman and Nicobar Islands,4641,140,4440,61
24-11-2020,Andaman and Nicobar Islands,4656,142,4453,61
25-11-2020,Andaman and Nicobar Islands,4667,142,4464,61
26-11-2020,Andaman and Nicobar Islands,4677,137,4479,61
27-11-2020,Andaman and Nicobar Islands,4682,130,4491,61
28-11-2020,Andaman and Nicobar Islands,4689,120,4508,61
29-11-2020,Andaman and Nicobar Islands,4698,119,4518,61
30-11-2020,Andaman and Nicobar Islands,4704,106,4537,61
01-12-2020,Andaman and Nicobar Islands,4710,99,4550,61
02-12-2020,Andaman and Nicobar Islands,4718,91,4566,61
03-12-2020,Andaman and Nicobar Islands,4723,79,4583,61
04-12-2020,Andaman and Nicobar Islands,4729,71,4597,61
05-12-2020,Andaman and Nicobar Islands,4742,70,4611,61
06-12-2020,Andaman and Nicobar Islands,4747,70,4616,61
07-12-2020,Andaman and Nicobar Islands,4758,73,4624,61
08-12-2020,Andaman and Nicobar Islands,4773,81,4631,61
09-12-2020,Andaman and Nicobar Islands,4778,70,4647,61
10-12-2020,Andaman and Nicobar Islands,4783,75,4647,61
11-12-2020,Andaman and Nicobar Islands,4791,78,4652,61
12-12-2020,Andaman and Nicobar Islands,4798,78,4659,61
13-12-2020,Andaman and Nicobar Islands,4805,79,4665,61
14-12-2020,Andaman and Nicobar Islands,4818,84,4673,61
15-12-2020,Andaman and Nicobar Islands,4834,92,4681,61
17-12-2020,Andaman and Nicobar Islands,4850,91,4698,61
18-12-2020,Andaman and Nicobar Islands,4860,92,4707,61
19-12-2020,Andaman and Nicobar Islands,4869,96,4712,61
20-12-2020,Andaman and Nicobar Islands,4875,95,4719,61
21-12-2020,Andaman and Nicobar Islands,4881,88,4732,61
22-12-2020,Andaman and Nicobar Islands,4888,86,4740,62
23-12-2020,Andaman and Nicobar Islands,4893,82,4749,62
24-12-2020,Andaman and Nicobar Islands,4896,73,4761,62
25-12-2020,Andaman and Nicobar Islands,4901,64,4775,62
26-12-2020,Andaman and Nicobar Islands,4912,69,4781,62
27-12-2020,Andaman and Nicobar Islands,4912,61,4789,62
28-12-2020,Andaman and Nicobar Islands,4924,64,4798,62
29-12-2020,Andaman and Nicobar Islands,4929,64,4803,62
30-12-2020,Andaman and Nicobar Islands,4936,63,4811,62
31-12-2020,Andaman and Nicobar Islands,4941,59,4820,62
03-01-2121,Andaman and Nicobar Islands,4947,48,4837,62
04-01-2121,Andaman and Nicobar Islands,4948,40,4846,62
05-01-2121,Andaman and Nicobar Islands,4948,38,4848,62
06-01-2121,Andaman and Nicobar Islands,4949,31,4856,62
07-01-2121,Andaman and Nicobar Islands,4949,28,4859,62
08-01-2121,Andaman and Nicobar Islands,4958,32,4864,62
09-01-2121,Andaman and Nicobar Islands,4959,31,4866,62
10-01-2121,Andaman and Nicobar Islands,4959,24,4873,62
11-01-2121,Andaman and Nicobar Islands,4960,23,4875,62
12-01-2121,Andaman and Nicobar Islands,4963,17,4884,62
13-01-2121,Andaman and Nicobar Islands,4966,18,4886,62
14-01-2121,Andaman and Nicobar Islands,4969,16,4891,62
15-01-2121,Andaman and Nicobar Islands,4976,23,4891,62
16-01-2121,Andaman and Nicobar Islands,4979,22,4895,62
17-01-2121,Andaman and Nicobar Islands,4982,25,4895,62
18-01-2121,Andaman and Nicobar Islands,4983,25,4896,62
19-01-2021,Andaman and Nicobar Islands,4988,29,4897,62
12-03-2020,Andhra Pradesh,1,1,0,0
13-03-2020,Andhra Pradesh,1,1,0,0
14-03-2020,Andhra Pradesh,1,1,0,0
15-03-2020,Andhra Pradesh,1,1,0,0
16-03-2020,Andhra Pradesh,1,1,0,0
17-03-2020,Andhra Pradesh,1,1,0,0
18-03-2020,Andhra Pradesh,1,1,0,0
19-03-2020,Andhra Pradesh,1,1,0,0
20-03-2020,Andhra Pradesh,2,2,0,0
21-03-2020,Andhra Pradesh,3,3,0,0
22-03-2020,Andhra Pradesh,5,5,0,0
23-03-2020,Andhra Pradesh,7,7,0,0
24-03-2020,Andhra Pradesh,7,7,0,0
25-03-2020,Andhra Pradesh,8,8,0,0
26-03-2020,Andhra Pradesh,11,10,1,0
27-03-2020,Andhra Pradesh,12,11,1,0
28-03-2020,Andhra Pradesh,14,13,1,0
29-03-2020,Andhra Pradesh,14,13,1,0
30-03-2020,Andhra Pradesh,19,18,1,0
31-03-2020,Andhra Pradesh,40,39,1,0
01-04-2020,Andhra Pradesh,83,82,1,0
02-04-2020,Andhra Pradesh,86,84,1,1
03-04-2020,Andhra Pradesh,132,130,1,1
04-04-2020,Andhra Pradesh,161,159,1,1
05-04-2020,Andhra Pradesh,161,159,1,1
06-04-2020,Andhra Pradesh,226,222,1,3
07-04-2020,Andhra Pradesh,266,262,1,3
08-04-2020,Andhra Pradesh,305,300,1,4
09-04-2020,Andhra Pradesh,348,338,6,4
10-04-2020,Andhra Pradesh,348,338,6,4
11-04-2020,Andhra Pradesh,363,350,7,6
12-04-2020,Andhra Pradesh,381,364,11,6
13-04-2020,Andhra Pradesh,427,409,11,7
14-04-2020,Andhra Pradesh,432,414,11,7
15-04-2020,Andhra Pradesh,483,458,16,9
16-04-2020,Andhra Pradesh,525,491,20,14
17-04-2020,Andhra Pradesh,534,500,20,14
18-04-2020,Andhra Pradesh,572,522,36,14
19-04-2020,Andhra Pradesh,603,546,42,15
20-04-2020,Andhra Pradesh,646,589,42,15
21-04-2020,Andhra Pradesh,722,610,92,20
22-04-2020,Andhra Pradesh,757,639,96,22
23-04-2020,Andhra Pradesh,813,669,120,24
24-04-2020,Andhra Pradesh,895,727,141,27
25-04-2020,Andhra Pradesh,955,781,145,29
26-04-2020,Andhra Pradesh,1061,859,171,31
27-04-2020,Andhra Pradesh,1097,835,231,31
28-04-2020,Andhra Pradesh,1183,917,235,31
29-04-2020,Andhra Pradesh,1259,970,258,31
30-04-2020,Andhra Pradesh,1332,1014,287,31
01-05-2020,Andhra Pradesh,1403,1051,321,31
02-05-2020,Andhra Pradesh,1463,1027,403,33
03-05-2020,Andhra Pradesh,1525,1051,441,33
04-05-2020,Andhra Pradesh,1583,1062,488,33
05-05-2020,Andhra Pradesh,1650,1090,524,36
06-05-2020,Andhra Pradesh,1717,1092,589,36
07-05-2020,Andhra Pradesh,1777,1012,729,36
08-05-2020,Andhra Pradesh,1847,1029,780,38
09-05-2020,Andhra Pradesh,1887,1004,842,41
10-05-2020,Andhra Pradesh,1930,999,887,44
11-05-2020,Andhra Pradesh,1980,1010,925,45
12-05-2020,Andhra Pradesh,2018,998,975,45
13-05-2020,Andhra Pradesh,2090,988,1056,46
14-05-2020,Andhra Pradesh,2137,948,1142,47
15-05-2020,Andhra Pradesh,2205,965,1192,48
16-05-2020,Andhra Pradesh,2307,1007,1252,48
17-05-2020,Andhra Pradesh,2355,953,1353,49
18-05-2020,Andhra Pradesh,2407,901,1456,50
19-05-2020,Andhra Pradesh,2474,872,1552,50
20-05-2020,Andhra Pradesh,2532,859,1621,52
21-05-2020,Andhra Pradesh,2602,909,1640,53
22-05-2020,Andhra Pradesh,2647,885,1709,53
23-05-2020,Andhra Pradesh,2709,891,1763,55
24-05-2020,Andhra Pradesh,2757,892,1809,56
25-05-2020,Andhra Pradesh,2823,911,1856,56
26-05-2020,Andhra Pradesh,3110,1158,1896,56
27-05-2020,Andhra Pradesh,3171,1105,2009,57
28-05-2020,Andhra Pradesh,3171,1056,2057,58
29-05-2020,Andhra Pradesh,3251,1067,2125,59
30-05-2020,Andhra Pradesh,3436,1150,2226,60
31-05-2020,Andhra Pradesh,3569,1220,2289,60
01-06-2020,Andhra Pradesh,3679,1268,2349,62
02-06-2020,Andhra Pradesh,3783,1341,2378,64
03-06-2020,Andhra Pradesh,3898,1413,2421,64
04-06-2020,Andhra Pradesh,4080,1546,2466,68
05-06-2020,Andhra Pradesh,4223,1613,2539,71
06-06-2020,Andhra Pradesh,4303,1654,2576,73
07-06-2020,Andhra Pradesh,4510,1817,2620,73
08-06-2020,Andhra Pradesh,4708,1951,2682,75
09-06-2020,Andhra Pradesh,4851,2031,2745,75
10-06-2020,Andhra Pradesh,5070,2191,2802,77
11-06-2020,Andhra Pradesh,5269,2292,2899,78
12-06-2020,Andhra Pradesh,5429,2301,3048,80
13-06-2020,Andhra Pradesh,5680,2495,3105,80
14-06-2020,Andhra Pradesh,5965,2688,3195,82
15-06-2020,Andhra Pradesh,6163,2765,3314,84
16-06-2020,Andhra Pradesh,6456,3052,3316,88
17-06-2020,Andhra Pradesh,6841,3244,3509,88
18-06-2020,Andhra Pradesh,7071,3340,3641,90
19-06-2020,Andhra Pradesh,7518,3637,3789,92
20-06-2020,Andhra Pradesh,7961,3948,3917,96
21-06-2020,Andhra Pradesh,8452,4240,4111,101
22-06-2020,Andhra Pradesh,8999,4562,4331,106
23-06-2020,Andhra Pradesh,9372,4766,4495,111
24-06-2020,Andhra Pradesh,10002,5284,4599,119
25-06-2020,Andhra Pradesh,10331,5428,4779,124
26-06-2020,Andhra Pradesh,10884,5760,4988,136
27-06-2020,Andhra Pradesh,11489,6145,5196,148
28-06-2020,Andhra Pradesh,12285,6648,5480,157
29-06-2020,Andhra Pradesh,13241,7164,5908,169
30-06-2020,Andhra Pradesh,13891,7479,6232,180
01-07-2020,Andhra Pradesh,14595,7897,6511,187
02-07-2020,Andhra Pradesh,15252,8071,6988,193
03-07-2020,Andhra Pradesh,16097,8586,7313,198
04-07-2020,Andhra Pradesh,16934,9096,7632,206
05-07-2020,Andhra Pradesh,17699,9473,8008,218
06-07-2020,Andhra Pradesh,18697,10043,8422,232
07-07-2020,Andhra Pradesh,20019,10860,8920,239
08-07-2020,Andhra Pradesh,21197,11200,9745,252
09-07-2020,Andhra Pradesh,22259,10894,11101,264
10-07-2020,Andhra Pradesh,23814,11383,12154,277
11-07-2020,Andhra Pradesh,25422,11936,13194,292
12-07-2020,Andhra Pradesh,27235,12533,14393,309
13-07-2020,Andhra Pradesh,29168,13428,15412,328
14-07-2020,Andhra Pradesh,31103,14274,16464,365
15-07-2020,Andhra Pradesh,33019,15144,17467,408
16-07-2020,Andhra Pradesh,35451,16621,18378,452
17-07-2020,Andhra Pradesh,38044,18159,19393,492
18-07-2020,Andhra Pradesh,40646,19814,20298,534
19-07-2020,Andhra Pradesh,44609,22260,21763,586
20-07-2020,Andhra Pradesh,49650,26118,22890,642
21-07-2020,Andhra Pradesh,53724,28800,24228,696
22-07-2020,Andhra Pradesh,58668,32336,25574,758
23-07-2020,Andhra Pradesh,64713,31763,32127,823
24-07-2020,Andhra Pradesh,72711,34272,37555,884
25-07-2020,Andhra Pradesh,80858,39990,39935,933
26-07-2020,Andhra Pradesh,88671,44431,43255,985
27-07-2020,Andhra Pradesh,96298,48956,46301,1041
28-07-2020,Andhra Pradesh,102349,51701,49558,1090
29-07-2020,Andhra Pradesh,110297,56527,52622,1148
30-07-2020,Andhra Pradesh,120390,63771,55406,1213
31-07-2020,Andhra Pradesh,130557,69252,60024,1281
01-08-2020,Andhra Pradesh,140933,75720,63864,1349
02-08-2020,Andhra Pradesh,150209,72188,76614,1407
03-08-2020,Andhra Pradesh,158764,74404,82886,1474
04-08-2020,Andhra Pradesh,166586,76377,88672,1537
05-08-2020,Andhra Pradesh,176333,79104,95625,1604
06-08-2020,Andhra Pradesh,186461,80426,104354,1681
07-08-2020,Andhra Pradesh,196789,82166,112870,1753
08-08-2020,Andhra Pradesh,206960,84654,120464,1842
09-08-2020,Andhra Pradesh,217040,85486,129615,1939
10-08-2020,Andhra Pradesh,227860,87112,138712,2036
11-08-2020,Andhra Pradesh,235525,87773,145636,2116
12-08-2020,Andhra Pradesh,244549,87597,154749,2203
13-08-2020,Andhra Pradesh,254146,90425,161425,2296
14-08-2020,Andhra Pradesh,264142,90780,170984,2378
15-08-2020,Andhra Pradesh,273085,89907,180703,2475
16-08-2020,Andhra Pradesh,281817,88138,191117,2562
17-08-2020,Andhra Pradesh,289829,85945,201234,2650
18-08-2020,Andhra Pradesh,296609,84777,209100,2732
19-08-2020,Andhra Pradesh,306261,85130,218311,2820
20-08-2020,Andhra Pradesh,316003,86725,226372,2906
21-08-2020,Andhra Pradesh,325396,87177,235218,3001
22-08-2020,Andhra Pradesh,334940,87803,244045,3092
23-08-2020,Andhra Pradesh,345216,89389,252638,3189
24-08-2020,Andhra Pradesh,353111,89742,260087,3282
25-08-2020,Andhra Pradesh,361712,89516,268828,3368
26-08-2020,Andhra Pradesh,371639,89932,278247,3460
27-08-2020,Andhra Pradesh,382469,92208,286720,3541
28-08-2020,Andhra Pradesh,393090,94209,295248,3633
29-08-2020,Andhra Pradesh,403616,96191,303711,3714
30-08-2020,Andhra Pradesh,414164,97681,312687,3796
31-08-2020,Andhra Pradesh,424767,99129,321754,3884
01-09-2020,Andhra Pradesh,434771,100276,330526,3969
02-09-2020,Andhra Pradesh,445139,101210,339876,4053
03-09-2020,Andhra Pradesh,455531,103076,348330,4125
04-09-2020,Andhra Pradesh,465730,103521,358009,4200
05-09-2020,Andhra Pradesh,476506,102067,370163,4276
06-09-2020,Andhra Pradesh,487331,100880,382104,4347
07-09-2020,Andhra Pradesh,498125,99689,394019,4417
08-09-2020,Andhra Pradesh,506493,97932,404074,4487
09-09-2020,Andhra Pradesh,517094,96769,415765,4560
10-09-2020,Andhra Pradesh,527512,97271,425607,4634
11-09-2020,Andhra Pradesh,537687,97338,435647,4702
